Id,Name,Authors,Rate,Link,Description
10925338,Đảo Mộng Mơ,Nguyễn Nhật Ánh,3.82 avg rating — 883 ratings,https://www.goodreads.com/book/show/10925338-o-m-ng-m,"Đảo Mộng mơ là một lát cắt đời sống của những đứa trẻ lên 10 giàu trí tưởng tượng như tất cả mọi đứa trẻ. Chúng mơ mộng, tưởng tượng, và tự làm ""hiện thực hóa"" những khao khát của mình.

Câu chuyện bắt đầu từ một đống cát, và được diễn ra theo nhân vật tôi - cu Tin. Có một hòn đảo hoang, trên đảo có Chúa đảo, phu nhân Chúa đảo, và một chàng Thứ... Bảy. Hàng ngày vợ chồng Chúa đảo và Thứ Bảy vẫn phải đi học, nhưng sau giờ học là một thế giới khác, của đảo, của biển có cá mập, và rừng có thú dữ. Hấp dẫn, đầy quyến rũ, có cãi vã, có cai trị, có yêu thương, có ẩu đả, và cả...những nụ hôn!

Tuổi thơ trong Đảo Mộng mơ như trong những tác phẩm khác của Nguyễn Nhật Ánh, trong veo và ngọt ngào. Những muốn bé lại bằng cu Tin để được cười, được khóc, được làm Chúa đảo thích đọc sách và biết đánh lại lưu manh, bắt giam kẻ cắp. Để được hiểu rằng, đối với trẻ con, nhu cầu được tôn trọng đôi khi lớn hơn gấp bội so với nhu cầu được yêu thương.

Văn Nguyễn Nhật Ánh vẫn luôn thế, trong sáng, dí dỏm, đầy ắp thực tế tâm lý, hành động và ngôn ngữ của trẻ. Hy vọng Đảo Mộng mơ thỏa mãn những khao khát ""được chơi"", được thỏa chí tưởng tượng mà không bị mắng là ""hâm"", là ""bốc phét"" của trẻ, cũng như những băn khoăn của các bậc cha mẹ, làm sao có thể giữ gìn sự trong trẻo hồn nhiên mãi cho con mình."
17826150,Kính vạn hoa,Nguyễn Nhật Ánh,4.55 avg rating — 720 ratings,https://www.goodreads.com/book/show/17826150-k-nh-v-n-hoa,"Kính vạn hoa là một bộ truyện dài nhiều tập của nhà văn Nguyễn Nhật Ánh. Bộ truyện gồm 54 tập truyện mang tính hài hước kể về những chuyện vui buồn trong giới học trò, những trò nghịch ngợm, những trò chơi thú vị, những bài học cuộc sống sâu sắc và đầy ý nghĩa. Những nhân vật chính là Quý ròm, nhỏ Hạnh, Tiểu Long cùng các nhân vật khác. Mỗi tập là một câu chuyện khác nhau xung quanh ba cô cậu bé này. Những tập Kính vạn hoa có thể coi là những cuốn sách tâm lý của tuổi học trò, Kính vạn hoa hiện nay đã được dựng thành phim và 3 phần của bộ phim (sản xuất năm 2005, 2006, 2008) đều đã được chiếu trên kênh HTV9 Đài Truyền hình Thành phố Hồ Chí Minh. Bộ phim đã gây được sự chú ý không chỉ của giới học trò mà đủ các lứa tuổi.[1] Hiện nay, nhà xuất bản Kim Đồng đã tái bản (năm 2012) bộ truyện này thành 9 tập khổ lớn và 54 tập khổ nhỏ."
36989101,Cây Chuối Non Đi Giày Xanh,Nguyễn Nhật Ánh,4.13 avg rating — 757 ratings,https://www.goodreads.com/book/show/36989101-c-y-chu-i-non-i-gi-y-xanh,"Truyện dài Cây Chuối Non Đi Giày Xanh của nhà văn Nguyễn Nhật Ánh vẫn như bao cuốn sách khác của tác giả, đầy ắp con chữ mang đến niềm vui, niềm hy vọng và hạnh phúc. Để dành tặng cho các bạn trẻ, và những ai từng qua tuổi ấu thơ. Cuốn truyện lần này kể về kỷ niệm, bởi ""kỷ niệm bao giờ cũng đẹp và đặc biệt là không biết phản bội."" Những kỷ niệm ấy có thể là nỗi sợ trẻ con ai cũng từng qua, cũng có thể là những rung động mơ hồ đủ khiến hồi hộp đỏ mặt. Và đâu đó có mối ghen tuông len lỏi, nỗi buồn thắt tim, và những giấc mơ trong veo êm đềm..."
28961874,Con Chó Nhỏ Mang Giỏ Hoa Hồng,Nguyễn Nhật Ánh,3.89 avg rating — 796 ratings,https://www.goodreads.com/book/show/28961874-con-ch-nh-mang-gi-hoa-h-ng,"Con Chó Nhỏ Mang Giỏ Hoa Hồng là tác phẩm mới nhất của nhà văn chuyên viết cho thanh thiếu niên Nguyễn Nhật Ánh, nối tiếp sau Bảy bước tới mùa hè, Tôi thấy hoa vàng trên cỏ xanh… gây sóng gió thị trường sách năm 2015.

5 chương sách với 86 câu chuyện cực kỳ thú vị và hài hước về 5 con chó 5 loài 5 tính cách trong 1 gia đình có 3 người đều yêu chúng nhưng theo từng cách riêng của mình. Các câu chuyện về tình bạn giữa chúng với nhau, giữa chúng với chị Ni, ba mẹ, khách đến nhà… thực sự mang lại một thế giới trong trẻo, những đoạn đời dễ thương quyến rũ tuổi mới lớn.

Một quyển sách lôi cuốn viết cho tất cả chúng ta: trẻ con và người lớn. Cuộc đời của 5 con chó nhỏ: Haili, Batô, Suku, Êmê và Pig được tái hiện như đời sống của mỗi con người: tình bạn, tình yêu, đam mê, lòng dũng cảm, sự sợ hãi, và những ước mơ..."
12966230,Trại Hoa Vàng,Nguyễn Nhật Ánh,3.86 avg rating — 777 ratings,https://www.goodreads.com/book/show/12966230-tr-i-hoa-v-ng,"Hẳn bạn đọc ở lứa tuổi học trò đã từng quen thuộc với tác giả Nguyễn Nhật Anh với những truyện ngắn và truyện dài đậm chất học trò như: Trại hoa vàng, Chú bé rắc rối, Phòng trọ ba người, Bồ câu không đưa thư, Những chàng trai xấu tính, Cô gái đến từ hôm qua, Trước vòng chung kết, Hạ đỏ, Hoa hồng xứ khác, Buổi chiều Windows, Ut Quyên và tôi... Với lối viết dung dị và cách chọn đề tài gần gũi với lứa tuổi học trò, như quan hệ thầy trò, trường lớp, bạn bè, gia đình... nên những truyện của ông chiếm được cảm tình của rất nhiều bạn đọc nhỏ tuổi. Họ hào hứng và nóng lóng đón đọc các trang viết của ông. Chúng tôi sẽ lần lượt giới thiệu với bạn đọc các tác phẩm của ông."
12948705,Bồ câu không đưa thư,Nguyễn Nhật Ánh,3.78 avg rating — 783 ratings,https://www.goodreads.com/book/show/12948705-b-c-u-kh-ng-a-th,"Câu chuyện bắt đầu từ lá thư làm quen để trong học bàn của Thục, trong bộ ba Xuyến, Thục, Cúc Hương. Lá thư chân tình đã thu hút sự tò mò của bộ ba, và họ bị cuốn hút vào trò chơi với người giấu mặt, dần hồi kéo theo Phán củi, anh chàng xấu xí vụng về của lớp làm quân sư và giúp xướng họa thơ. Cuộc truy tìm dẫn mọi người đến nhiều hiểu lầm tai hại và cả những bất ngờ thú vị. Và điều bất ngờ cuối cùng đã được phát hiện quá muộn. Vì sao? Xin để cho bạn đọc tự khám phá."
12800840,Lá nằm trong lá,Nguyễn Nhật Ánh,3.72 avg rating — 784 ratings,https://www.goodreads.com/book/show/12800840-l-n-m-trong-l,"Mở cuốn sách mới của tác giả Nguyễn Nhật Ánh, bạn sẽ gặp những cái tên quen thuộc của những người nổi tiếng ngay trang 5 trang trọng đề tặng “các bạn văn hữu”: nhà thơ Bùi Chí Vinh, Phạm Sỹ Sáu, Lê Minh Quốc, nhà văn Nguyễn Đông Thức, nhà phê bình Huỳnh Như Phương, nhà báo Nguyễn Công Khế, Kim Hạnh, … Tuổi niên thiếu của “những thằng quỷ nhỏ” trong truyện có gắn gì với họ không, có phải là họ không, chỉ họ và tác giả mới biết, nhưng bạn đọc thì có thể tưởng tượng ra một nhóm “thằng” thân thiết, bắt đầu lớn, biết thinh thích con gái và ngập mộng văn chương.

Chuyện của bút nhóm học trò, truyện nằm trong truyện, những cơn giận dỗi ghen tuông bạn gái bạn trai với nhau, nhiều nhất vẫn là chuyện nhà trường có các cô giáo hơn trò vài tuổi coi trò như bạn, có thầy hiệu trưởng tâm lý và yêu thương học trò coi trò như con…Trở lại với đề tài học trò, hóm hỉnh và gần gũi như chính các em, Nguyễn Nhật Ánh chắc chắn sẽ được các bạn trẻ vui mừng đón nhận. Cứ lật đằng cuối sách, đọc bài thơ tình trong veo là có thể thấy điều đó “… Khi mùa xuân đến / Tình anh lại đầy / Lá nằm trong lá / Tay nằm trong tay”

“Viết cho trẻ con giờ khó hơn xưa. Có hàng bao nhiêu là món giải trí rầm rộ, hoành tráng và lộng lẫy dọn sẵn, muốn thu phục “lũ tiểu yêu” thế kỷ 21 này, nhà văn không chỉ thông thuộc mặt bằng hiểu biết của chúng, mà còn phải tâm tình được với chúng bằng tốc độ của chúng. Có thể nói Nguyễn Nhật Ánh là một người lớn chấp nhận tham dự món du hành tốc độ cao cùng lũ trẻ. Thời thong thả đạp xe, từ tốn khuyên bảo đã qua rồi. Thực ra Nguyễn Nhật Ánh đã biết đi tàu tốc hành từ hai thập niên trước, khi những Kính vạn hoa, Thằng quỷ nhỏ, Bàn có năm chỗ ngồi… đem lại cho văn học thiếu nhi một diện mạo mới mẻ, những câu chuyện tưởng như ấm ớ ngày này qua tháng khác nhưng sao hôm nay nhìn lại, những người đã từng là trẻ con thấy nhớ quá..” (Việt Trung, báo Thanh Niên)

“Bước vào khoảng trời của tuổi biết buồn, Nguyễn Nhật Ánh đã ghi lại những bâng khuâng rung cảm đầu đời. Trong tâm tưởng của các em, bây giờ không chỉ nghĩ về cái gì mà còn nghĩ về ai, về một người khác giới cụ thể nào, và về cả bản thân, thế giới ấy tràn ngập những câu hỏi xôn xao về cái-gọi-là-tình-yêu. Truyện của Nguyễn Nhật Ánh đã đưa vào những câu hỏi lớn, muôn thuở, quen thuộc - những câu hỏi mà dường như trong đời ai cũng từng đối diện ít nhất một lần. Vì thế, trong khi độc giả thiếu niên phục lăn vì nhà văn đi guốc vào bụng họ, thì độc giả người lớn mỉm cười mơ màng nhớ lại một thời thơ dại..."" (TS. NGUYỄN THỊ THANH XUÂN, nhà nghiên cứu văn học)"
12456458,Hạ đỏ,Nguyễn Nhật Ánh,3.78 avg rating — 727 ratings,https://www.goodreads.com/book/show/12456458-h,"Kể về mối tình đầu trong sáng của một cậu học trò dành cho một cô gái quê 16 tuổi trong dịp về quê nghỉ hè, và những việc làm cao đẹp của cậu cho em bé quê chân chất chịu nhiều thiệt thòi ở nông thôn. Chuyện nhiều hình ảnh, dễ thương và trong sáng… vẫn không thiếu những “pha” thú vị cho ta những tiếng cười sảng"
42448945,Cảm Ơn Người Lớn,Nguyễn Nhật Ánh,4.09 avg rating — 667 ratings,https://www.goodreads.com/book/show/42448945-c-m-n-ng-i-l-n,"Cảm ơn người lớn - một áng văn lãng mạn trong giọng hài hước đặc biệt “dành cho trẻ em, và những ai từng là trẻ em”..

Bạn sẽ gặp lại Mùi, Tủn, Tí sún, Hải cò… của Cho tôi xin một vé đi tuổi thơ, cùng chơi những trò chơi quen thuộc, và được đắm mình vào những ước mơ điên rồ, ngốc nghếch nhưng trong veo của tuổi mới lớn hồn nhiên và đầy ắp dự định.

Và cả khi họ đã trưởng thành, bạo chúa thời gian đã vùng vẫy thế nào trong cuộc đời của những nhân vật mà bạn yêu quý… Hãy bắt đầu đọc từ bất cứ trang nào, có thể đọc bất cứ lúc nào, và cùng với bất cứ ai. Bạn sẽ nhận được món quà “n trong 1” của nhà văn Nguyễn Nhật Ánh: sẽ n lần thổn thức qua 1 cuốn sách 19 chương đầy ắp tình bạn ngây thơ, tình xóm giềng tốt lành nhân ái, tình yêu đắm đuối ngọt ngào…

Cảm ơn người lớn được Nguyễn Nhật Ánh đặt bút viết đúng sau 10 năm ra đời Cho tôi xin một vé đi tuổi thơ – cuốn sách bán chạy tới nay đã 400.000 bản."
11246025,Thằng Quỷ Nhỏ,Nguyễn Nhật Ánh,3.72 avg rating — 708 ratings,https://www.goodreads.com/book/show/11246025-th-ng-qu-nh,"Truyện dài đặc sắc nhất của Nguyễn Nhật Ánh. Tập truyện được sinh viên học sinh rất đỗi say mê. Bởi sự dí dỏm, bởi tình người, bởi những hình ảnh rất học sinh, rất áo trắng. Hãy làm quen với Thằng quỷ nhỏ vẩy tai lừa có cái tên con gái là Quỳnh… cùng những người bạn dễ thương khác như Hạn"
11358944,Hoa Hồng Xứ Khác,Nguyễn Nhật Ánh,3.63 avg rating — 688 ratings,https://www.goodreads.com/book/show/11358944-hoa-h-ng-x-kh-c,"""Tôi mặc chiếc quần vía của Bá, dây nịt của Hòa, xỏ đôi giày mới mua của Ngữ. Thằng Nghị thì đưa cho tôi mượn chiếc đồng hồ Seiko và chiếc Honda của nó. Nói tóm lại, ngày tôi đến với mối tình đầu, chỉ có chiếc áo sơ mi là của chính tôi, nếu không kể trái tim đang đánh lô tô trong ngực. Vậy đó, tôi đi.""
(Trích Hoa Hồng X"
8154806,Bong bóng lên trời,Nguyễn Nhật Ánh,3.71 avg rating — 657 ratings,https://www.goodreads.com/book/show/8154806-bong-b-ng-l-n-tr-i,"Vì hoàn cảnh, Thường phải giúp mẹ bằng nghề bán kẹo kéo ngoài giờ học và làm quen với cuộc sống trên đường phố. Ở đó cậu đánh bạn với những người nghèo và hiểu thêm nhiều điều không có trong sách và nhà trường. Cô bé bán bong bóng Tài Khôn hồn nhiên và nhiều ước mơ cũng thường giúp đỡ Thường thoát khỏi mặc cảm nhà nghèo và sống "
12403695,Phòng Trọ Ba Người,Nguyễn Nhật Ánh,3.65 avg rating — 655 ratings,https://www.goodreads.com/book/show/12403695-ph-ng-tr-ba-ng-i,"Phòng trọ ba người là nơi dành cho ba chàng sinh viên Chuyên, Nhiệm, và Mẫn trú ngụ, là nơi họ chia sẻ việc học hành, những trò nghịch ngợm và chia sẻ cả những buồn vui trong đời sống tình cảm. Mẫn, chàng trai nhút nhát vốn quan niệm tình yêu là thứ “ xa xỉ phẩm”, đến lúc phải dựng lên vở kịch tình yêu với sự trợ sức của Thu Thảo, cô học trò tinh nghịch của anh. Trò chơi tưởng chỉ để góp vào không khí sôi động của căn gác trọ ấy, không ngờ đã thực sự cuốn hút chàng trai chuyên “dị ứng với phụ nữ” ấy. Khi buộc lòng phải chấm dứt với trò chơi, cũng là lúc Mẫn cảm thấy buông khuâng như phải chia tay với tình cảm thực sự."
13503902,Buổi Chiều Windows,Nguyễn Nhật Ánh,3.59 avg rating — 608 ratings,https://www.goodreads.com/book/show/13503902-bu-i-chi-u-windows,"Truyện lấy khung cảnh phòng thu máy vi tính của một công ty trách nhiệm hữu hạn, nơi bộ ba nữ sinh vui nhộn và nghịch ngợm Xuyến, Thục, Cúc Hương bạo gan xin đến làm nhân viên vi tính( tạm thời trong thời gian hè) trong khi chưa biết tí gì về tin học. Truyện mô tả mối tình mộng mơ của tuổi mới lớn. Tất nhiên, nhưng mối tình đơn phương vẩn vơ sẽ vỡ tan vì không có cơ sở thực tế."
12514965,Ngôi Trường Mọi Khi,Nguyễn Nhật Ánh,3.98 avg rating — 546 ratings,https://www.goodreads.com/book/show/12514965-ng-i-tr-ng-m-i-khi,"Những câu chuyện về nhóm bạn học sinh năm đầu cấp 3 với bao kỷ niệm vui buồn hờn giận, bao nhiêu trò tinh nghịch của tuổi mới lớn. Với những Hạt tiêu, Tóc ngắn, Hột mít, Bảnh trai, Răng chuột, Mặt mụn… đã tạo nên không khí của một lớp học thật dễ thương với bao nhiêu tình cảm yêu thương, cảm động và gần gũi. Đây là sách mới nhất của tác giả viết về tuổi áo trắng mộng mơ và tinh nghịch."
21052201,Chúc Một Ngày Tốt Lành,Nguyễn Nhật Ánh,3.59 avg rating — 603 ratings,https://www.goodreads.com/book/show/21052201-ch-c-m-t-ng-y-t-t-l-nh,"Đọc tựa cuốn sách mới nhất của nhà văn Nguyễn Nhật Ánh là muốn mở ngay trang sách. Bạn sẽ thấy một thứ ngôn ngữ lạ của Hàn Quốc hay của nước nào tùy bạn đoán, Gô un un là Chào buổi sáng; Un gô gô là Chúc ngủ ngon, và nữa, Chiếp un un; Ăng gô gô; Chiếp chiếp gô…

Sau chó Bê Tô, rồi Hai con mèo ngồi bên cửa sổ, nhà văn viết về một cặp heo

Nhân vật chính là hai con heo con, Lọ Nồi thông minh và Đeo Nơ xinh đẹp, cùng bạn chó Mõm Ngắn con chị Vện, mẹ Nái Sề, anh Đuôi Xoăn, Cánh Cụt và bọn gà chíp nhà chị Mái Hoa, … đã làm nên một câu chuyện vô cùng thú vị..

Và thế giới trở nên thay đổi!"
13503897,Nữ Sinh,Nguyễn Nhật Ánh,3.67 avg rating — 574 ratings,https://www.goodreads.com/book/show/13503897-n-sinh,"Một sự bất ngờ, Gia được cử về làm giáo viên chủ nhiệm lớp Xuyến, Thục, Cúc Hương. Ba cô hoảng hồn vì thời gian qua đã “hành hạ” Gia bằng đủ trò nghịch ngợm của mình. Hùng quăn không dám đến lớp vì đã có lần đón đường ném đá Gia gây thương tích. Không chịu nổi người dượng ghẻ. Hùng bỏ nhà ra đi. Với tấm lòng cao thượng. Gia đón Hùng về nhà ở chung với mình. Cuối cùng ba cô bạn cũng tìm ra chỗ ở của Gia. Họ sôi nổi bàn chuyện đi cắm trại và xem phim cho cả lớp."
